customer_id,monthly_usage_hours,login_frequency,support_tickets,complaints
C15018,45.8,20,2,0
C15019,43.2,15,2,1
C15020,22.2,7,4,3
C15021,56.5,22,1,0
C15022,58.1,24,2,1
C15023,20.7,8,5,5
C15024,50.8,20,3,3
C15025,22.2,10,4,4
C15026,9.3,0,5,3
C15027,74.0,31,0,0
C15028,59.3,23,2,0
C15029,29.8,14,4,2
C15030,77.0,27,1,1
C15031,48.7,18,3,1
C15032,84.2,29,0,0
C15033,10.8,5,5,5
C15034,50.4,25,3,1
C15035,39.2,13,4,3
C15036,54.8,21,2,2
C15037,71.0,28,1,1
C15038,17.4,10,6,4
C15039,1.7,8,4,2
C15040,68.6,27,1,1
C15041,17.1,3,5,3
C15042,75.0,26,0,0
C15043,19.9,10,4,4
C15044,45.5,23,2,1
C15045,67.6,27,0,0
C15046,53.0,23,2,0
C15047,51.9,20,2,1
C15048,15.1,15,3,2
C15049,49.9,19,3,2
C15050,37.5,21,3,2
C15051,57.5,24,1,0
C15052,6.1,1,5,3
C15053,62.2,26,2,2
C15054,23.7,10,3,2
C15055,1.9,5,5,3
C15056,29.7,10,3,2
C15057,40.0,18,2,1
C15058,6.8,5,4,3
C15059,1.2,0,4,4
C15060,0.0,0,6,6
C15061,28.8,9,3,2
C15062,49.7,18,2,2
C15063,72.4,26,3,2
C15064,41.4,13,3,1
C15065,46.9,18,2,0
C15066,52.0,21,2,0
C15067,17.7,0,5,5
C15068,18.2,5,4,4
C15069,12.5,3,4,4
C15070,37.3,11,4,3
C15071,19.5,8,5,5
C15072,76.2,28,0,0
C15073,65.5,22,1,0
C15074,60.4,16,1,1
C15075,24.4,15,4,3
C15076,67.1,25,1,1
C15077,38.5,17,2,0
C15078,22.7,2,3,3
C15079,12.9,1,5,3
C15080,46.2,20,4,3
C15081,27.8,6,3,3
C15082,36.7,13,6,6
C15083,47.5,18,2,0
C15084,75.2,35,0,0
C15085,27.2,11,3,3
C15086,66.0,26,1,0
C15087,29.7,13,4,2
C15088,38.6,13,2,0
C15089,28.0,14,4,3
C15090,40.5,18,3,3
C15091,6.5,4,4,3
C15092,46.5,18,2,2
C15093,66.8,21,1,1
C15094,18.2,8,5,3
C15095,64.7,25,1,0
C15096,53.5,16,3,3
C15097,16.1,2,5,3
C15098,50.0,14,2,2
C15099,16.9,11,4,3
C15100,40.2,14,2,1
C15101,46.3,15,3,1
C15102,52.1,24,2,2
C15103,51.1,19,2,0
C15104,27.0,15,3,3
C15105,4.8,0,5,5
C15106,52.4,24,1,1
C15107,14.3,8,4,2
C15108,40.4,19,2,2
C15109,53.4,19,2,0
C15110,25.9,14,4,3
C15111,27.0,10,5,3
C15112,56.2,20,2,1
C15113,70.0,24,3,1
C15114,55.6,21,3,2
C15115,13.7,9,4,3
C15116,64.3,20,3,2
C15117,62.3,21,2,0
C15118,55.5,20,2,2
C15119,29.1,12,3,3
C15120,31.2,13,4,4
C15121,33.4,11,3,3
C15122,19.4,3,5,4
C15123,34.2,14,5,4
C15124,15.9,8,4,4
C15125,6.1,3,6,5
C15126,58.8,24,1,1
C15127,67.5,26,2,0
C15128,42.2,13,3,3
C15129,51.7,23,2,0
C15130,38.1,11,4,3
C15131,19.5,10,5,5
C15132,39.7,16,4,4
C15133,57.0,19,2,1
C15134,38.0,13,3,3
C15135,27.4,9,3,2
C15136,48.4,20,2,1
C15137,34.2,15,3,1
C15138,45.5,10,3,2
C15139,40.7,22,2,1
C15140,23.2,8,3,2
C15141,15.1,7,5,4
C15142,28.0,11,3,2
C15143,66.2,21,1,0
C15144,61.8,22,2,2
C15145,71.9,22,1,0
C15146,39.1,19,3,3
C15147,58.8,17,2,0
C15148,37.2,8,3,2
C15149,11.2,10,6,4
C15150,2.4,3,5,4
C15151,26.2,10,4,2
C15152,55.4,21,1,0
C15153,16.2,3,5,5
C15154,56.1,18,2,0
C15155,63.9,23,1,0
C15156,50.0,16,3,1
C15157,28.1,16,4,2
C15158,45.5,11,2,0
C15159,23.3,6,5,5
C15160,34.4,22,2,0
C15161,20.0,3,5,5
C15162,82.0,28,0,0
C15163,16.3,11,5,5
C15164,8.6,4,4,3
C15165,29.6,17,5,5
C15166,63.7,25,0,0
C15167,26.5,7,6,4
C15168,31.8,7,4,3
C15169,60.5,23,1,1
C15170,49.6,19,3,3
C15171,12.8,6,5,4
C15172,24.6,3,4,3
C15173,4.2,1,5,3
C15174,66.2,31,0,0
C15175,49.4,22,2,1
C15176,49.8,16,2,2
C15177,58.1,23,2,0
C15178,20.5,6,4,3
C15179,27.9,14,3,1
C15180,56.5,23,3,1
C15181,35.6,13,3,2
C15182,31.9,12,4,3
C15183,44.1,18,3,1
C15184,47.9,12,2,0
C15185,16.5,7,5,3
C15186,55.7,21,2,2
C15187,57.5,14,3,2
C15188,3.2,4,5,3
C15189,70.8,19,1,1
C15190,11.6,6,5,3
C15191,64.3,19,1,1
C15192,47.5,18,2,0
C15193,53.2,21,2,2
C15194,28.1,0,4,2
C15195,39.1,16,2,1
C15196,5.1,5,4,2
C15197,62.5,19,1,1
C15198,60.5,20,2,0
C15199,59.6,24,1,1
C15200,32.6,16,3,1
C15201,31.0,6,3,3
C15202,38.2,17,3,2
C15203,33.5,16,4,3
C15204,33.0,12,4,3
C15205,11.7,8,4,2
C15206,56.2,19,1,0
C15207,67.4,24,1,0
C15208,20.1,12,4,4
C15209,72.6,21,2,2
C15210,47.1,18,2,2
C15211,0.1,0,5,5
C15212,51.5,22,3,3
C15213,17.4,4,5,3
C15214,63.7,14,4,4
C15215,33.7,13,3,2
C15216,57.5,26,1,1
C15217,41.9,19,3,3
C15218,49.7,22,2,2
C15219,20.6,11,3,3
C15220,29.1,11,3,3
C15221,60.8,24,1,0
C15222,52.1,21,2,1
C15223,67.4,18,1,0
C15224,42.0,20,2,2
C15225,29.0,14,3,3
C15226,32.1,7,3,1
C15227,25.5,7,4,3
C15228,16.0,9,4,4
C15229,53.8,28,2,0
C15230,15.2,6,5,3
C15231,51.3,18,2,1
C15232,70.7,27,2,1
C15233,63.1,21,1,0
C15234,41.4,10,5,3
C15235,59.8,25,1,0
C15236,48.0,24,2,2
C15237,36.3,3,5,5
C15238,38.7,13,4,4
C15239,24.3,7,4,3
C15240,25.9,11,4,3
C15241,39.4,12,4,2
C15242,25.7,9,5,5
C15243,19.9,6,5,3
C15244,19.7,2,3,3
C15245,22.9,12,3,1
C15246,41.1,14,2,0
C15247,72.5,27,2,2
C15248,19.5,6,4,4
C15249,70.6,27,1,1
C15250,65.0,21,1,1
C15251,37.2,14,4,3
C15252,19.1,6,4,4
C15253,58.6,24,1,0
C15254,55.8,26,3,1
C15255,21.2,7,4,4
C15256,70.5,27,1,0
C15257,75.3,26,0,0
C15258,11.5,5,5,3
C15259,7.1,6,4,2
C15260,14.7,5,5,3
C15261,3.3,5,5,5
C15262,27.1,17,3,1
C15263,43.5,21,2,1
C15264,54.2,22,4,2
C15265,32.3,11,3,2
C15266,65.1,25,1,0
C15267,40.4,14,2,0
C15268,29.5,14,3,2
C15269,62.3,23,3,3
C15270,79.6,26,0,0
C15271,30.6,10,4,2
C15272,45.9,16,2,0
C15273,60.7,19,3,3
C15274,34.8,16,3,3
C15275,24.6,6,4,4
C15276,56.7,26,1,0
C15277,54.3,18,2,2
C15278,53.8,18,1,0
C15279,42.1,6,4,4
C15280,64.1,28,1,0
C15281,32.6,14,3,1
C15282,34.6,15,3,2
C15283,53.7,18,1,0
C15284,27.2,8,4,2
C15285,24.7,10,5,5
C15286,49.0,22,2,1
C15287,27.9,4,4,3
C15288,25.7,5,5,4
C15289,49.5,21,1,1
C15290,33.6,9,4,4
C15291,25.3,9,7,7
C15292,12.5,7,5,4
C15293,52.8,18,4,3
C15294,27.0,10,4,4
C15295,55.8,24,4,2
C15296,25.9,8,4,2
C15297,27.9,15,2,2
C15298,0.7,8,5,5
C15299,63.2,19,1,0
C15300,59.0,23,2,0
C15301,56.0,28,1,1
C15302,69.8,27,1,0
C15303,25.5,4,3,2
C15304,47.7,13,3,2
C15305,40.2,13,3,2
C15306,44.3,13,3,1
C15307,66.4,25,1,0
C15308,18.2,7,4,2
C15309,61.4,29,2,2
C15310,59.7,23,1,0
C15311,23.7,10,4,2
C15312,56.0,22,3,1
C15313,55.8,18,2,0
C15314,60.1,23,1,1
C15315,11.0,0,6,6
C15316,45.5,12,4,3
C15317,53.2,14,2,2
C15318,31.2,15,3,1
C15319,23.7,6,5,3
C15320,39.4,8,3,1
C15321,54.6,19,2,0
C15322,26.4,12,3,3
C15323,30.6,5,3,3
C15324,52.8,17,3,3
C15325,80.8,34,1,0
C15326,31.6,9,3,1
C15327,22.3,16,3,3
C15328,8.9,0,5,5
C15329,44.5,17,3,3
C15330,38.4,19,2,1
C15331,14.1,9,4,3
C15332,34.6,10,4,4
C15333,57.5,22,2,1
C15334,60.3,20,1,1
C15335,13.9,6,4,2
C15336,50.4,21,2,1
C15337,26.8,15,4,2
C15338,43.7,18,2,2
C15339,46.2,17,2,2
C15340,56.1,21,1,1
C15341,74.3,26,1,0
C15342,46.7,20,4,4
C15343,62.7,20,2,1
C15344,17.5,9,4,4
C15345,70.9,28,1,0
C15346,30.5,13,4,2
C15347,46.7,15,2,1
C15348,5.3,6,7,6
C15349,5.4,3,5,3
C15350,66.1,22,2,0
C15351,58.1,21,3,3
C15352,41.1,16,3,3
C15353,56.9,16,3,2
C15354,41.8,12,2,0
C15355,61.0,24,1,0
C15356,55.1,23,3,3
C15357,41.0,23,2,2
C15358,50.1,24,2,2
C15359,33.9,10,3,2
C15360,40.7,13,3,1
C15361,45.9,14,2,2
C15362,14.2,1,4,2
C15363,39.7,24,2,1
C15364,44.7,20,2,2
C15365,42.0,13,3,3
C15366,57.5,19,2,0
C15367,11.9,7,4,4
C15368,61.1,22,2,1
C15369,3.9,1,5,5
C15370,66.6,25,0,0
C15371,44.5,15,2,0
C15372,59.6,25,1,0
C15373,25.9,11,3,1
C15374,10.9,6,4,4
C15375,49.0,15,2,2
C15376,33.1,3,4,4
C15377,4.1,2,5,4
C15378,77.3,22,0,0
C15379,53.8,20,2,1
C15380,18.2,9,4,4
C15381,55.5,20,1,1
C15382,56.2,21,3,3
C15383,64.5,25,1,0
C15384,45.7,16,4,3
C15385,23.3,7,4,3
C15386,56.2,21,2,0
C15387,6.6,1,5,3
C15388,29.5,9,5,4
C15389,39.8,15,3,1
C15390,26.7,7,4,3
C15391,63.8,23,1,1
C15392,13.9,7,3,1
C15393,16.2,7,3,1
C15394,13.9,7,5,4
C15395,51.2,20,3,2
C15396,23.9,13,4,3
C15397,53.7,21,2,1
C15398,28.3,4,4,4
C15399,58.8,23,2,2
C15400,8.1,8,5,4
C15401,45.4,18,4,2
C15402,63.4,23,2,2
C15403,33.2,8,3,2
C15404,14.8,9,5,4
C15405,12.7,4,4,3
C15406,34.5,14,4,3
C15407,55.3,16,3,2
C15408,40.4,15,2,0
C15409,32.3,14,4,4
C15410,32.0,20,4,4
C15411,32.3,14,3,3
C15412,17.0,9,4,2
C15413,44.3,18,3,3
C15414,0.0,4,5,4
C15415,44.4,19,2,1
C15416,25.1,5,3,3
C15417,59.3,22,3,3
C15418,49.5,17,4,2
C15419,47.8,17,2,0
C15420,71.4,26,1,0
C15421,55.1,24,2,2
C15422,16.3,3,4,4
C15423,14.3,8,4,2
C15424,53.4,21,2,1
C15425,13.1,1,4,3
C15426,32.3,11,3,1
C15427,21.0,16,3,1
C15428,12.8,8,4,2
C15429,16.1,9,4,2
C15430,66.7,31,2,1
C15431,63.3,21,1,1
C15432,49.7,14,3,3
C15433,47.5,17,2,2
C15434,54.2,27,1,0
C15435,26.2,10,5,5
C15436,40.2,12,3,1
C15437,17.5,3,4,4
C15438,57.9,20,1,0
C15439,60.1,24,1,0
C15440,78.0,36,0,0
C15441,24.4,8,4,2
C15442,31.1,8,3,1
C15443,59.2,23,1,0
C15444,54.3,22,1,0
C15445,56.2,17,3,2
C15446,9.9,2,4,3
C15447,63.8,24,2,1
C15448,29.5,9,4,4
C15449,47.7,17,4,2
C15450,56.3,21,2,1
C15451,44.8,18,3,3
C15452,0.0,3,5,4
C15453,17.0,1,4,2
C15454,54.3,20,2,0
C15455,20.1,11,6,4
C15456,29.8,10,5,5
C15457,29.0,10,3,3
C15458,45.5,19,4,2
C15459,54.3,21,1,0
C15460,62.4,20,1,1
C15461,32.7,7,3,3
C15462,38.8,10,3,1
C15463,58.5,30,2,0
C15464,28.1,12,3,3
C15465,17.1,5,5,5
C15466,28.7,11,3,2
C15467,55.1,24,2,0
C15468,41.7,20,3,2
C15469,54.0,23,1,0
C15470,56.1,18,3,1
C15471,56.1,22,3,1
C15472,34.9,19,2,1
C15473,70.7,29,0,0
C15474,63.3,22,1,1
C15475,30.1,9,3,3
C15476,10.7,4,4,2
C15477,49.5,23,4,2
C15478,44.6,20,2,2
C15479,32.5,19,4,3
C15480,31.4,17,3,2
C15481,65.9,25,1,1
C15482,56.5,22,2,2
C15483,67.8,24,1,1
C15484,58.6,19,2,1
C15485,45.6,20,2,1
C15486,60.6,22,2,0
C15487,53.1,22,3,2
C15488,48.6,19,3,3
C15489,43.7,17,3,3
C15490,67.5,33,1,0
C15491,46.6,19,3,1
C15492,22.6,10,3,1
C15493,56.3,24,1,1
C15494,13.4,7,5,4
C15495,30.2,14,3,3
C15496,32.3,10,4,2
C15497,25.2,11,4,3
C15498,10.5,10,5,4
C15499,27.4,16,4,4
C15500,33.2,10,3,3
C15501,27.7,10,3,1
C15502,26.9,11,4,2
C15503,16.7,7,4,3
C15504,18.9,15,4,2
C15505,22.3,6,3,3
C15506,45.5,18,2,2
C15507,37.4,8,3,1
C15508,68.4,27,4,4
C15509,63.3,27,0,0
C15510,31.2,15,3,1
C15511,0.0,0,5,5
C15512,56.8,22,2,2
C15513,16.8,10,4,2
C15514,53.0,21,1,0
C15515,64.0,20,1,0
C15516,37.9,12,3,3
C15517,16.0,8,4,3
C15518,11.7,3,6,4
C15519,59.0,24,2,0
C15520,36.3,16,4,3
C15521,15.9,4,5,3
C15522,54.5,24,4,2
C15523,45.0,22,3,1
C15524,56.2,19,3,3
C15525,45.8,20,4,2
C15526,43.8,13,2,0
C15527,59.7,15,2,1
C15528,25.5,7,4,4
C15529,50.8,11,2,0
C15530,74.3,27,1,1
C15531,13.7,4,4,2
C15532,26.9,9,3,2
C15533,38.1,13,3,2
C15534,12.6,5,4,2
C15535,49.7,17,2,1
C15536,28.7,9,4,4
C15537,54.5,27,4,2
C15538,60.5,20,3,1
C15539,74.4,24,2,1
C15540,18.8,7,4,3
C15541,43.8,18,2,1
C15542,14.4,11,4,3
C15543,70.9,23,1,0
C15544,61.4,24,1,0
C15545,12.2,17,3,3
C15546,40.1,23,2,1
C15547,50.3,21,3,2
C15548,19.2,6,6,5
C15549,69.5,30,2,2
C15550,45.7,18,2,2
C15551,33.1,13,2,1
C15552,8.0,0,7,5
C15553,19.6,5,5,3
C15554,33.3,8,5,3
C15555,27.3,7,6,4
C15556,9.4,1,4,3
C15557,9.6,4,7,5
C15558,0.1,2,7,6
C15559,13.9,0,5,4
C15560,25.7,8,3,2
C15561,14.0,4,4,3
C15562,39.3,17,2,1
C15563,69.1,26,1,1
C15564,55.9,21,3,2
C15565,22.9,2,4,4
C15566,0.6,0,6,4
C15567,14.0,2,5,4
C15568,21.5,5,5,4
C15569,2.0,5,5,5
C15570,51.1,16,3,2
C15571,39.5,16,5,4
C15572,56.2,21,1,1
C15573,28.2,11,4,3
C15574,28.5,18,3,3
C15575,41.4,17,2,1
C15576,46.4,19,2,0
C15577,29.4,11,3,1
C15578,33.0,7,3,3
C15579,9.0,11,4,3
C15580,30.4,8,4,2
C15581,34.5,14,3,2
C15582,21.6,12,4,3
C15583,20.2,9,7,5
C15584,14.2,6,4,2
C15585,10.4,6,4,2
C15586,8.5,2,4,2
C15587,59.2,23,1,0
C15588,29.7,12,3,1
C15589,30.7,9,4,2
C15590,14.4,5,4,2
C15591,54.9,19,2,0
C15592,37.9,16,5,5
C15593,54.2,25,1,0
C15594,29.8,12,4,2
C15595,31.5,12,3,3
C15596,72.8,25,0,0
C15597,30.8,12,3,3
C15598,37.2,14,4,2
C15599,37.8,15,4,3
C15600,42.5,11,4,4
C15601,32.9,11,3,3
C15602,36.9,12,3,1
C15603,31.5,13,3,1
C15604,51.6,15,2,2
C15605,22.2,5,4,4
C15606,22.4,6,3,2
C15607,8.0,4,5,3
C15608,57.6,17,3,2
C15609,40.8,13,3,1
C15610,54.5,29,1,1
C15611,34.9,13,3,3
C15612,1.8,1,5,4
C15613,29.8,15,3,3
C15614,42.5,19,2,2
C15615,37.5,13,2,0
C15616,42.5,14,2,2
C15617,20.7,9,4,2
C15618,14.7,10,4,4
C15619,9.1,2,4,3
C15620,11.3,7,4,3
C15621,44.0,18,2,0
C15622,57.1,20,2,2
C15623,25.8,9,5,4
C15624,63.9,26,3,3
C15625,46.8,14,3,1
C15626,77.3,25,0,0
C15627,13.6,10,4,4
C15628,64.3,22,1,0
C15629,20.2,8,4,2
C15630,6.5,3,5,3
C15631,62.4,20,2,2
C15632,30.3,11,3,3
C15633,3.8,0,6,5
C15634,54.6,14,4,2
C15635,53.2,20,2,2
C15636,62.2,19,1,1
C15637,13.9,9,4,4
C15638,61.3,16,2,2
C15639,17.3,7,5,5
C15640,37.3,14,3,1
C15641,48.0,17,3,1
C15642,13.8,14,4,3
C15643,30.1,14,3,3
C15644,13.8,3,5,4
C15645,33.2,13,3,2
C15646,63.1,24,1,1
C15647,36.5,13,4,3
C15648,30.2,11,4,3
C15649,43.2,20,4,2
C15650,57.9,25,2,1
C15651,3.4,5,6,4
C15652,62.7,18,1,0
C15653,76.1,23,2,1
C15654,36.6,19,2,2
C15655,45.3,17,4,2
C15656,17.0,8,5,5
C15657,39.7,15,3,3
C15658,31.8,9,3,3
C15659,27.9,13,4,3
C15660,17.2,9,5,4
C15661,7.7,3,4,4
C15662,52.5,18,4,4
C15663,36.7,17,2,2
C15664,68.6,23,1,0
C15665,33.0,17,2,0
C15666,38.7,10,4,3
C15667,37.7,11,2,0
C15668,61.3,18,2,2
C15669,13.7,10,5,5
C15670,52.7,19,2,1
C15671,42.8,16,2,1
C15672,26.2,5,5,5
C15673,28.3,8,3,3
C15674,15.1,11,4,3
C15675,35.1,15,3,1
C15676,33.0,15,3,3
C15677,51.6,22,2,0
C15678,64.1,30,2,0
C15679,36.1,14,4,3
C15680,66.8,23,1,0
C15681,26.3,5,4,2
C15682,57.5,19,1,0
C15683,21.3,9,4,3
C15684,50.3,21,2,0
C15685,28.6,14,3,2
C15686,18.6,4,4,3
C15687,47.6,13,3,2
C15688,38.5,20,4,2
C15689,55.8,16,4,3
C15690,50.9,21,1,0
C15691,50.6,23,3,2
C15692,55.9,19,3,3
C15693,7.8,7,4,4
C15694,50.4,14,2,0
C15695,59.1,17,4,3
C15696,69.5,27,2,1
C15697,49.1,19,3,1
C15698,74.6,24,0,0
C15699,50.4,18,3,3
C15700,26.3,9,5,4
C15701,67.9,22,2,0
C15702,45.2,18,2,1
C15703,34.1,13,4,3
C15704,49.0,23,2,1
C15705,17.7,4,4,3
C15706,12.9,4,5,4
C15707,26.2,7,6,5
C15708,39.0,14,2,2
C15709,82.5,29,1,0
C15710,16.1,7,6,4
C15711,41.7,17,2,2
C15712,27.0,10,4,3
C15713,19.1,9,4,4
C15714,12.8,7,4,2
C15715,42.9,12,3,3
C15716,29.0,14,3,1
C15717,17.7,3,4,3
C15718,53.0,11,3,2
C15719,49.5,22,2,2
C15720,30.2,18,3,2
C15721,63.2,26,1,0
C15722,28.2,13,3,3
C15723,42.4,14,2,1
C15724,53.8,25,2,2
C15725,71.9,25,1,0
C15726,22.9,11,3,2
C15727,51.9,16,2,2
C15728,35.4,11,4,3
C15729,34.2,22,3,1
C15730,46.7,17,2,1
C15731,42.8,19,2,0
C15732,47.9,15,2,1
C15733,13.7,4,4,4
C15734,49.4,19,2,1
C15735,44.9,17,3,2
C15736,8.2,2,6,4
C15737,48.5,24,1,0
C15738,45.7,17,3,3
C15739,28.0,10,3,3
C15740,66.5,23,1,0
C15741,34.6,12,3,2
C15742,70.0,26,1,0
C15743,49.4,19,2,0
C15744,2.0,2,5,4
C15745,32.5,17,3,3
C15746,10.3,8,5,5
C15747,41.2,18,2,2
C15748,78.1,32,1,0
C15749,36.3,10,4,3
C15750,35.0,15,3,2
C15751,51.3,17,4,2
C15752,52.7,23,3,3
C15753,52.5,19,2,2
C15754,54.4,17,1,0
C15755,30.8,7,3,2
C15756,66.7,29,1,0
C15757,39.6,16,3,3
C15758,34.2,18,2,1
C15759,58.6,19,3,2
C15760,15.6,1,5,4
C15761,18.8,12,3,1
C15762,11.2,5,4,2
C15763,37.9,13,3,2
C15764,64.2,21,2,2
C15765,15.0,5,4,2
C15766,20.1,6,5,5
C15767,15.1,4,4,4
C15768,29.3,11,5,4
C15769,48.8,13,2,1
C15770,10.9,0,4,3
C15771,30.6,12,3,3
C15772,29.0,14,5,3
C15773,39.2,13,2,0
C15774,15.7,6,4,4
C15775,41.9,8,3,2
C15776,50.1,21,2,0
C15777,45.8,17,2,1
C15778,48.5,20,2,2
C15779,22.2,13,5,4
C15780,67.4,20,1,0
C15781,38.1,13,3,3
C15782,24.4,9,3,2
C15783,49.5,16,2,1
C15784,31.3,12,4,2
C15785,28.1,14,3,3
C15786,24.4,3,4,2
C15787,20.8,8,4,3
C15788,69.9,19,2,1
C15789,55.1,23,2,0
C15790,48.7,14,2,2
C15791,19.3,12,3,2
C15792,29.2,12,4,3
C15793,40.2,11,3,2
C15794,71.8,23,2,1
C15795,23.0,3,5,3
C15796,43.4,16,3,3
C15797,78.7,26,0,0
C15798,41.2,14,3,2
C15799,47.3,18,2,0
C15800,30.1,8,4,4
C15801,28.4,12,4,3
C15802,25.1,6,3,1
C15803,56.1,18,1,1
C15804,54.4,17,3,2
C15805,19.1,11,5,3
C15806,56.0,21,2,1
C15807,22.0,9,4,2
C15808,53.2,22,2,1
C15809,16.0,8,4,3
C15810,17.3,6,4,4
C15811,16.5,7,4,3
C15812,35.5,11,3,2
C15813,28.0,10,4,3
C15814,58.6,22,2,1
C15815,31.9,12,5,5
C15816,19.0,17,3,3
C15817,54.0,17,2,2
C15818,40.7,15,2,2
C15819,22.2,11,4,4
C15820,36.4,22,2,2
C15821,44.5,14,2,2
C15822,69.6,29,1,0
C15823,10.3,7,4,3
C15824,23.4,19,3,1
C15825,69.7,22,1,1
C15826,14.9,5,4,4
C15827,3.6,0,5,4
C15828,30.5,10,3,1
C15829,49.7,19,2,0
C15830,41.8,16,2,1
C15831,22.0,8,3,2
C15832,25.9,5,4,2
C15833,64.6,23,1,1
C15834,37.9,16,2,2
C15835,40.3,13,2,0
C15836,64.8,24,2,2
C15837,34.9,16,3,3
C15838,56.3,17,2,2
C15839,44.2,10,2,1
C15840,48.1,20,2,2
C15841,69.8,26,2,1
C15842,39.5,19,2,1
C15843,41.7,16,3,1
C15844,8.8,8,5,3
C15845,50.6,21,2,0
C15846,34.7,10,4,4
C15847,51.6,18,2,0
C15848,43.4,14,4,3
C15849,41.4,15,2,0
C15850,26.7,12,3,1
C15851,14.0,1,4,2
C15852,53.9,24,2,1
C15853,23.0,8,4,3
C15854,32.8,12,3,2
C15855,17.6,7,4,4
C15856,41.4,16,2,0
C15857,34.2,8,3,1
C15858,84.8,30,0,0
C15859,23.9,12,3,2
C15860,9.4,9,5,4
C15861,32.3,8,3,2
C15862,31.6,6,3,3
C15863,40.3,22,2,0
C15864,60.8,25,2,2
C15865,63.6,21,1,0
C15866,78.5,29,1,0
C15867,42.2,20,2,2
C15868,50.9,20,3,2
C15869,46.4,15,2,2
C15870,43.2,19,2,1
C15871,54.8,18,1,1
C15872,35.7,10,3,2
C15873,35.9,12,3,2
C15874,49.6,17,3,2
C15875,21.9,3,4,4
C15876,32.6,12,4,2
C15877,45.2,22,4,3
C15878,67.3,23,1,0
C15879,56.2,17,3,3
C15880,51.1,19,3,3
C15881,32.9,7,3,2
C15882,29.9,16,2,1
C15883,35.0,12,2,1
C15884,36.1,9,3,3
C15885,52.4,15,3,3
C15886,28.3,12,3,2
C15887,12.9,12,4,2
C15888,40.9,13,4,3
C15889,39.6,17,3,3
C15890,68.4,21,1,0
C15891,0.0,2,4,2
C15892,56.0,18,1,0
C15893,55.5,24,1,0
C15894,20.1,9,4,4
C15895,43.7,14,3,1
C15896,59.4,25,1,1
C15897,53.6,15,3,3
C15898,54.7,23,2,1
C15899,65.9,21,1,1
C15900,35.2,16,2,0
C15901,30.7,15,3,2
C15902,31.7,16,3,3
C15903,18.5,12,3,2
C15904,77.8,26,2,2
C15905,78.6,32,0,0
C15906,49.4,21,3,2
C15907,18.6,10,4,2
C15908,37.6,18,3,3
C15909,12.3,3,5,4
C15910,57.3,30,1,0
C15911,33.2,4,3,3
C15912,33.0,12,3,2
C15913,41.7,17,2,1
C15914,21.5,11,3,1
C15915,25.5,4,3,3
C15916,22.1,11,4,3
C15917,68.9,24,1,1
C15918,40.0,14,3,1
C15919,38.5,14,3,2
C15920,64.8,18,2,1
C15921,40.3,13,3,2
C15922,14.8,9,5,3
C15923,21.5,10,5,5
C15924,39.8,18,3,1
C15925,33.7,14,6,6
C15926,64.8,25,2,0
C15927,49.5,19,2,1
C15928,63.0,27,2,0
C15929,31.5,8,4,3
C15930,70.9,21,5,3
C15931,50.1,22,2,0
C15932,51.9,19,2,1
C15933,74.7,28,1,1
C15934,83.6,26,1,1
C15935,47.7,18,4,4
C15936,13.3,0,4,3
C15937,38.0,14,2,1
C15938,24.0,8,4,3
C15939,55.9,21,3,3
C15940,20.9,8,5,5
C15941,40.7,15,3,1
C15942,68.2,23,3,2
C15943,45.2,21,2,1
C15944,32.4,6,3,2
C15945,10.5,4,4,3
C15946,18.3,8,4,3
C15947,6.6,2,4,3
C15948,42.7,13,3,2
C15949,18.0,4,4,3
C15950,53.0,23,1,0
C15951,60.2,15,3,1
C15952,64.1,23,1,1
C15953,32.6,17,3,3
C15954,49.0,17,2,2
C15955,50.5,19,3,1
C15956,48.1,17,3,2
C15957,62.1,21,2,1
C15958,39.1,16,3,3
C15959,30.5,12,3,3
C15960,85.9,27,1,0
C15961,17.9,5,4,2
C15962,31.5,11,3,1
C15963,49.5,24,2,1
C15964,55.1,19,1,1
C15965,33.2,14,4,4
C15966,11.4,9,4,4
C15967,66.6,24,2,1
C15968,40.2,15,2,2
C15969,31.6,7,5,4
C15970,30.2,13,3,3
C15971,27.7,2,4,2
C15972,71.5,20,1,1
C15973,18.8,0,5,4
C15974,50.0,11,3,3
C15975,46.4,14,3,1
C15976,4.8,5,6,6
C15977,37.5,19,4,3
C15978,41.7,14,5,5
C15979,61.4,19,2,1
C15980,48.5,18,3,1
C15981,74.2,26,1,1
C15982,38.4,18,4,4
C15983,47.0,12,3,1
C15984,35.6,12,3,2
C15985,11.2,4,5,5
C15986,49.2,20,3,3
C15987,25.1,13,3,1
C15988,64.8,30,0,0
C15989,61.3,21,1,0
C15990,58.8,28,1,1
C15991,6.7,5,5,3
C15992,49.8,15,2,2
C15993,34.1,18,3,3
C15994,54.0,15,2,0
C15995,44.1,10,4,2
C15996,38.4,17,2,2
C15997,27.6,6,3,1
C15998,40.6,17,2,2
C15999,25.4,14,4,4
C16000,5.8,3,5,3
C16001,48.4,15,2,0
C16002,69.9,31,1,1
C16003,61.5,27,1,1
C16004,59.2,26,1,0
C16005,37.9,10,4,4
C16006,5.1,2,5,5
C16007,11.8,4,5,5
C16008,58.8,24,1,0
C16009,37.5,18,2,0
C16010,66.6,17,1,0
C16011,48.8,15,1,0
C16012,37.7,17,3,1
C16013,45.1,14,3,3
C16014,49.9,16,2,2
